2	11.92204	11.86958	11.77726	11.70106	11.59425	11.54631	11.56847
5	11.93946	11.90272	11.83625	11.77937	11.6934	11.64267	11.62787
10	11.96784	11.95507	11.92516	11.89022	11.80958	11.71807	11.59212
20	12.02202	12.0503	12.06611	12.0346	11.85709	11.56615	11.10164
35	12.09712	12.16829	12.18461	12.06209	11.53605	10.82074	9.87814
50	12.16427	12.25586	12.19629	11.89535	10.92967	9.86033	8.65813
75	12.25901	12.33552	12.01518	11.33359	9.74914	8.37582	7.05917
100	12.33178	12.33712	11.65513	10.61325	8.6585	7.2051	5.92726
150	12.41253	12.14483	10.69379	9.17935	6.97995	5.59662	4.48207
